HGNC ID	Approved Symbol	Previous Symbols	Synonyms	Chromosome	Gene Family Name	UniProt ID(supplied by UniProt)
HGNC:47221	RNU6-258P			17p11.2		
HGNC:47222	RNU6-259P			2q14.3		
HGNC:47223	RNU6-260P			5q33.3		
HGNC:47224	RNU6-261P			6q14.1		
HGNC:47225	RNU6-262P			11q23.3		
HGNC:47226	RNU6-263P			6p22.3		
HGNC:47227	RNU6-264P			9p22.1		
HGNC:47229	RNU6-266P			Xp22.11		
HGNC:47230	RNU6-267P			7q35		
HGNC:47231	RNU6-268P			2q37.1		
HGNC:47232	RNU6-269P			16q21		
HGNC:47233	RNU6-270P			10p12.1		
HGNC:47234	RNU6-271P			10q24.1		
HGNC:47235	RNU6-272P			5q11.2		
HGNC:47236	RNU6-273P			14q13.3		
HGNC:47237	RNU6-274P			7q21.13		
HGNC:47238	RNU6-275P			12p13.31		
HGNC:47239	RNU6-276P			4q12		
HGNC:47240	RNU6-277P			11q22.3		
HGNC:47241	RNU6-278P			20p12.1		
HGNC:47242	RNU6-279P			12q14.1		
HGNC:47243	RNU6-280P	RNU6-1221P		6q12		
HGNC:47244	RNU6-281P			3p13		
HGNC:47245	RNU6-282P			2p16.3		
HGNC:47246	RNU6-283P	RNU6-683P		6p21.33		
HGNC:47247	RNU6-284P			4q32.3		
HGNC:47248	RNU6-285P			8q21.11		
HGNC:47249	RNU6-286P			21q11.2		
HGNC:47250	RNU6-287P			17q21.31		
HGNC:47251	RNU6-288P			17q23.3		
HGNC:47252	RNU6-289P			4q25		
HGNC:47253	RNU6-290P			1q24.3		
HGNC:47254	RNU6-291P			1p36.22		
HGNC:47256	RNU6-293P			6q25.3		
HGNC:47257	RNU6-294P			5q12.3		
HGNC:47258	RNU6-295P			8q11.21		
HGNC:47259	RNU6-296P			7q31.32		
HGNC:47260	RNU6-297P			14q21.3		
HGNC:47261	RNU6-298P			17q11.2		
HGNC:47262	RNU6-299P			5q11.2		
HGNC:47263	RNU6-300P			6q25.1		
HGNC:47264	RNU6-301P			14q22.1		
HGNC:47265	RNU6-302P			6q25.1		
HGNC:47266	RNU6-303P			Yp11.2		
HGNC:47267	RNU6-304P			1p36.23		
HGNC:47269	RNU6-306P			10p12.31		
HGNC:47270	RNU6-307P			1q25.1		
HGNC:47271	RNU6-308P			5q15		
HGNC:47272	RNU6-309P			Xq22.3		
HGNC:47273	RNU6-310P			4q12		
HGNC:47274	RNU6-311P			11q14.1		
HGNC:47275	RNU6-312P			2q33.1		
HGNC:47276	RNU6-313P			7q11.21		
HGNC:47277	RNU6-314P			17p11.2		
HGNC:47278	RNU6-315P			3q26.2		
HGNC:47279	RNU6-316P			18p11.21		
HGNC:47280	RNU6-317P			19q13.33		
HGNC:47281	RNU6-318P	RNU6-1295P		12p13.2		
HGNC:47282	RNU6-319P			9p22.3		
HGNC:47283	RNU6-320P			Xq26.3		
HGNC:47284	RNU6-321P			11q24.2		
HGNC:47285	RNU6-322P			15q26.3		
HGNC:47286	RNU6-323P			8p11.23		
HGNC:47287	RNU6-324P			18p11.21		
HGNC:47288	RNU6-325P			10q23.1		
HGNC:47289	RNU6-326P			7p12.3		
HGNC:47290	RNU6-327P			12q24.33		
HGNC:47291	RNU6-328P			16p13.3		
HGNC:47292	RNU6-329P			9q31.1		
HGNC:47293	RNU6-330P			Xq13.2		
HGNC:47294	RNU6-331P			22q12.2		
HGNC:47295	RNU6-332P			Xq21.32		
HGNC:47296	RNU6-333P			12q13.13		
HGNC:47297	RNU6-334P			5q21.2		
HGNC:47298	RNU6-335P			4q35.1		
HGNC:47299	RNU6-336P			8p21.3		
HGNC:47300	RNU6-337P			7q21.11		
HGNC:47301	RNU6-338P			22q12.2		
HGNC:47302	RNU6-339P			15q25.3		
HGNC:47303	RNU6-340P			18p11.32		
HGNC:47304	RNU6-341P			14q23.1		
HGNC:47305	RNU6-342P			3p24.1		
HGNC:47306	RNU6-343P			12q13.3		
HGNC:47307	RNU6-344P			6q21		
HGNC:47308	RNU6-345P			Xq22.1		
HGNC:47309	RNU6-346P			18q23		
HGNC:47310	RNU6-347P			20q13.2		
HGNC:47311	RNU6-348P			3q26.31		
HGNC:47312	RNU6-349P			18p11.31		
HGNC:47314	RNU6-351P			4q24		
HGNC:47315	RNU6-352P			1p21.1		
HGNC:47316	RNU6-353P			15q15.3		
HGNC:47317	RNU6-354P			15q15.3		
HGNC:47318	RNU6-355P			16q24.3		
HGNC:47319	RNU6-356P			8p11.21		
HGNC:47321	RNU6-358P			5p13.3		
HGNC:47322	RNU6-359P			16q22.1		
HGNC:47323	RNU6-360P			2q33.3		
HGNC:47324	RNU6-361P			12q24.11		
HGNC:47325	RNU6-362P			17q25.1		
HGNC:47326	RNU6-363P			5p13.3		
HGNC:47327	RNU6-364P			7q21.3		
HGNC:47328	RNU6-365P			11p12		
HGNC:47329	RNU6-366P			14q32.12		
HGNC:47330	RNU6-367P			3p21.32		
HGNC:47331	RNU6-368P			9q13		
HGNC:47332	RNU6-369P			1p34.1		
HGNC:47333	RNU6-370P			2p23.3		
HGNC:47334	RNU6-371P			1p31.3		
HGNC:47336	RNU6-373P			5q23.1		
HGNC:47337	RNU6-374P			5p14.1		
HGNC:47338	RNU6-375P			22q13.2		
HGNC:47339	RNU6-376P			11q23.3		
HGNC:47340	RNU6-377P			3p25.2		
HGNC:47341	RNU6-378P			5p13.3		
HGNC:47342	RNU6-379P			22q13.2		
HGNC:47343	RNU6-380P			15q25.1		
HGNC:47344	RNU6-381P			5p12		
HGNC:47345	RNU6-382P			Xq27.3		
HGNC:47346	RNU6-383P			Xq28		
HGNC:47347	RNU6-384P			20q11.21		
HGNC:47349	RNU6-386P			3p12.3		
HGNC:47350	RNU6-387P			1p31.3		
HGNC:47351	RNU6-388P			7p14.3		
HGNC:47352	RNU6-389P			7p11.2		
HGNC:47353	RNU6-390P			5q33.3		
HGNC:47354	RNU6-391P			6p22.3		
HGNC:47355	RNU6-392P			7q22.3		
HGNC:47356	RNU6-393P			7q22.1		
HGNC:47357	RNU6-394P			Xq12		
HGNC:47358	RNU6-395P			2q14.3		
HGNC:47359	RNU6-396P			21q22.3		
HGNC:47360	RNU6-397P			8p22		
HGNC:47361	RNU6-398P			14q23.1		
HGNC:47362	RNU6-399P			12q14.1		
HGNC:47363	RNU6-400P			12p11.1		
HGNC:47364	RNU6-401P			15q25.2		
HGNC:47365	RNU6-402P			5q21.1		
HGNC:47366	RNU6-403P			1q41		
HGNC:47368	RNU6-405P			17p11.2		
HGNC:47369	RNU6-406P			17q21.31		
HGNC:47370	RNU6-407P			20q11.22		
HGNC:47371	RNU6-408P			18q12.1		
HGNC:47372	RNU6-409P			22q13.33		
HGNC:47373	RNU6-410P			4q12		
HGNC:47374	RNU6-411P			6q13		
HGNC:47375	RNU6-412P			4p12		
HGNC:47376	RNU6-413P			10p12.2		
HGNC:47377	RNU6-414P			1p31.3		
HGNC:47378	RNU6-415P			15q25.1		
HGNC:47379	RNU6-416P			16p11.2		
HGNC:47380	RNU6-417P			7q11.21		
HGNC:47381	RNU6-418P			1q32.1		
HGNC:47382	RNU6-419P			14q24.2		
HGNC:47383	RNU6-420P			4p15.2		
HGNC:47384	RNU6-421P			Xp11.23		
HGNC:47385	RNU6-422P			10q24.31		
HGNC:47387	RNU6-424P			1p35.3		
HGNC:47388	RNU6-425P			3q23		
HGNC:47389	RNU6-426P			21q21.1		
HGNC:47391	RNU6-428P			3q24		
HGNC:47392	RNU6-429P			5p15.2		
HGNC:47393	RNU6-430P			16q24.3		
HGNC:47394	RNU6-431P			4q25		
HGNC:47395	RNU6-432P			9q31.3		
HGNC:47396	RNU6-433P			2p16.1		
HGNC:47397	RNU6-434P			Xp11.22		
HGNC:47398	RNU6-435P			18q11.2		
HGNC:47399	RNU6-436P			2q24.1		
HGNC:47400	RNU6-437P			6q21		
HGNC:47401	RNU6-438P			7p14.3		
HGNC:47402	RNU6-439P			2p16.3		
HGNC:47403	RNU6-440P			2q33.1		
HGNC:47404	RNU6-441P			10q23.1		
HGNC:47405	RNU6-442P			8q24.13		
HGNC:47406	RNU6-443P			18q12.3		
HGNC:47407	RNU6-444P			6q15		
HGNC:47408	RNU6-445P			9q21.13		
HGNC:47409	RNU6-446P			17q23.2		
HGNC:47410	RNU6-447P			11p15.5		
HGNC:47411	RNU6-448P			5q14.3		
HGNC:47412	RNU6-449P			15q21.3		
HGNC:47413	RNU6-450P			17q23.1		
HGNC:47414	RNU6-451P			2q37.1		
HGNC:47415	RNU6-452P			10p12.1		
HGNC:47416	RNU6-453P			17q21.31		
HGNC:47417	RNU6-454P			3p25.1		
HGNC:47418	RNU6-455P			14q12		
HGNC:47419	RNU6-456P			5q31.1		
HGNC:47420	RNU6-457P			16p13.3		
HGNC:47421	RNU6-458P			14q11.2		
HGNC:47423	RNU6-460P			5q31.2		
HGNC:47424	RNU6-461P			3q12.3		
HGNC:47425	RNU6-462P			4q24		
HGNC:47426	RNU6-463P			10q25.1		
HGNC:47427	RNU6-464P			6p12.1		
HGNC:47428	RNU6-465P			1p11.2		
HGNC:47429	RNU6-466P			15q13.3		
HGNC:47430	RNU6-467P			17p11.2		
HGNC:47431	RNU6-468P			17p11.2		
HGNC:47432	RNU6-469P			4q21.23		
HGNC:47433	RNU6-470P			17q21.31		
HGNC:47434	RNU6-471P			6p22.1		
HGNC:47435	RNU6-472P			12p11.1		
HGNC:47436	RNU6-473P			2q21.1		
HGNC:47437	RNU6-474P			2q33.2		
HGNC:47438	RNU6-475P			6q22.1		
HGNC:47439	RNU6-476P			22q13.2		
HGNC:47440	RNU6-477P			5q35.1		
HGNC:47441	RNU6-478P			10q23.1		
HGNC:47442	RNU6-479P			4q35.1		
HGNC:47443	RNU6-480P			5q11.1		
HGNC:47444	RNU6-481P			1q23.3		
HGNC:47445	RNU6-482P			5q22.2		
HGNC:47446	RNU6-483P			3p14.3		
HGNC:47447	RNU6-484P			5p13.2		
HGNC:47448	RNU6-485P			12p13.31		
HGNC:47449	RNU6-486P			3q26.33		
HGNC:47450	RNU6-487P			1q32.1		
HGNC:47451	RNU6-488P			3q11.1		
HGNC:47452	RNU6-489P			17q12		
HGNC:47453	RNU6-490P			10p12.1		
HGNC:47454	RNU6-491P			12p13.1		
HGNC:47455	RNU6-492P			9q31.2		
HGNC:47456	RNU6-493P			Xq21.1		
HGNC:47457	RNU6-494P			12p11.21		
HGNC:47458	RNU6-495P			22q13.2		
HGNC:47459	RNU6-496P			Xq23		
HGNC:47460	RNU6-497P			20q13.12		
HGNC:47461	RNU6-498P			15q11.2		
HGNC:47462	RNU6-499P			4q21.22		
HGNC:47463	RNU6-500P			5q35.1		
HGNC:47464	RNU6-501P			1q32.1		
HGNC:47465	RNU6-502P			6p22.2		
HGNC:47466	RNU6-503P			1p31.1		
HGNC:47467	RNU6-504P			Xp11.22		
HGNC:47468	RNU6-505P			3q24		
HGNC:47469	RNU6-506P			4q31.1		
HGNC:47470	RNU6-507P			3q25.1		
HGNC:47471	RNU6-508P			2p16.1		
HGNC:47472	RNU6-509P			3q23		
HGNC:47473	RNU6-510P			1p34.3		
HGNC:47474	RNU6-511P			3q11.1		
HGNC:47475	RNU6-512P			2q21.3		
HGNC:47476	RNU6-513P			22q13.2		
HGNC:47477	RNU6-514P			1p36.12		
HGNC:47479	RNU6-516P			15q15.1		
HGNC:47480	RNU6-517P			7q31.31		
HGNC:47481	RNU6-518P			17q22		
HGNC:47482	RNU6-519P			8q11.21		
HGNC:47483	RNU6-520P			4q13.3		
HGNC:47484	RNU6-521P			Yp11.2		
HGNC:47485	RNU6-522P			6p22.3		
HGNC:47486	RNU6-523P			Xp11.3		
HGNC:47487	RNU6-524P			5q15		
HGNC:47488	RNU6-525P			5q35.3		
HGNC:47489	RNU6-526P			8p23.1		
HGNC:47490	RNU6-527P			6q21		
HGNC:47491	RNU6-528P			8p12		
HGNC:47492	RNU6-529P			10q23.2		
HGNC:47493	RNU6-530P			7q21.11		
HGNC:47494	RNU6-531P			4q31.1		
HGNC:47495	RNU6-532P			7q21.3		
HGNC:47496	RNU6-533P			8p12		
HGNC:47497	RNU6-534P			7p21.3		
HGNC:47498	RNU6-535P			10p14		
HGNC:47499	RNU6-536P			1p34.2		
HGNC:47500	RNU6-537P			1p36.22		
HGNC:47501	RNU6-538P			9p12		
HGNC:47502	RNU6-539P			14q21.3		
HGNC:47503	RNU6-540P			5q12.3		
HGNC:47504	RNU6-541P			14q12		
HGNC:47505	RNU6-542P			2p13.1		
HGNC:47506	RNU6-543P			10q21.3		
HGNC:47507	RNU6-544P			11q14.1		
HGNC:47508	RNU6-545P	RNU6-292P		12p13.2		
HGNC:47509	RNU6-546P			2q24.1		
HGNC:47510	RNU6-547P			3q26.31		
HGNC:47511	RNU6-548P			2p14		
HGNC:47512	RNU6-549P			15q22.31		
HGNC:47513	RNU6-550P			4q27		
HGNC:47514	RNU6-551P			4q25		
HGNC:47515	RNU6-552P			14q21.2		
HGNC:47516	RNU6-553P			4q24		
HGNC:47517	RNU6-554P			15q15.3		
HGNC:47518	RNU6-555P			Xq21.31		
HGNC:47519	RNU6-556P			5q33.3		
HGNC:47520	RNU6-557P			3p13		
HGNC:47521	RNU6-558P			12q24.22		
HGNC:47522	RNU6-559P			9p22.3		
HGNC:47523	RNU6-560P			11q14.2		
HGNC:47524	RNU6-561P			2p12		
HGNC:47525	RNU6-562P			Xq13.3		
HGNC:47526	RNU6-563P			20q13.12		
HGNC:47527	RNU6-564P			22q12.2		
HGNC:47528	RNU6-565P			7p14.1		
HGNC:47529	RNU6-566P			2p21		
HGNC:47530	RNU6-567P			18q21.32		
HGNC:47533	RNU6-570P			1q32.1		
HGNC:47534	RNU6-571P			10q22.1		
HGNC:47535	RNU6-572P			5q31.2		
HGNC:47536	RNU6-573P			4p15.1		
HGNC:47537	RNU6-574P			12q13.13		
HGNC:47538	RNU6-575P			7p14.1		
HGNC:47539	RNU6-576P			10p15.3		
HGNC:47540	RNU6-577P			2p22.2		
HGNC:47541	RNU6-578P			4p15.33		
HGNC:47542	RNU6-579P			2q21.2		
HGNC:47543	RNU6-580P			2q24.2		
HGNC:47544	RNU6-581P			7q31.31		
HGNC:47545	RNU6-582P			4q32.1		
HGNC:47546	RNU6-583P			4q28.2		
HGNC:47547	RNU6-584P			1p34.3		
HGNC:47549	RNU6-586P			1p31.3		
HGNC:47550	RNU6-587P			Xq22.1		
HGNC:47551	RNU6-588P			5q32		
HGNC:47552	RNU6-589P			Xq22.1		
HGNC:47553	RNU6-590P			12p13.1		
HGNC:47554	RNU6-591P			Xp11.4		
HGNC:47555	RNU6-592P			11q24.1		
HGNC:47556	RNU6-593P			11p15.1		
HGNC:47558	RNU6-595P			12q14.1		
HGNC:47559	RNU6-596P			8q12.1		
HGNC:47560	RNU6-597P			14q23.2		
HGNC:47561	RNU6-598P			10p11.23		
HGNC:47562	RNU6-599P			9p11.2		
HGNC:47563	RNU6-600P			12q13.12		
HGNC:47564	RNU6-601P			2q23.2		
HGNC:47565	RNU6-602P			14q12		
HGNC:47566	RNU6-603P	RNU6-825P		6p21.32		
HGNC:47567	RNU6-604P			7q36.1		
HGNC:47568	RNU6-605P			1p34.3		
HGNC:47569	RNU6-606P			5q14.3		
HGNC:47570	RNU6-607P			8p11.23		
HGNC:47571	RNU6-608P			1p34.3		
HGNC:47572	RNU6-609P			1q32.1		
HGNC:47573	RNU6-610P			15q15.3		
HGNC:47574	RNU6-611P			19q13.32		
HGNC:47575	RNU6-612P			2p16.1		
HGNC:47576	RNU6-613P			2q36.3		
HGNC:47577	RNU6-614P			21q11.2		
HGNC:47578	RNU6-615P			4q21.22		
HGNC:47579	RNU6-616P			Xq26.3		
HGNC:47580	RNU6-617P			2q21.1		
HGNC:47581	RNU6-618P			12p11.21		
HGNC:47582	RNU6-619P			2q36.1		
HGNC:47583	RNU6-620P			5q14.3		
HGNC:47584	RNU6-621P			3q29		
HGNC:47585	RNU6-622P			1p31.1		
HGNC:47586	RNU6-623P			17q23.2		
HGNC:47587	RNU6-624P			2q36.3		
HGNC:47588	RNU6-625P			17q25.3		
HGNC:47589	RNU6-626P			6p12.1		
HGNC:47590	RNU6-627P			2q24.3		
HGNC:47591	RNU6-628P			8q24.13		
HGNC:47592	RNU6-629P			2q31.2		
HGNC:47593	RNU6-630P			Xp11.4		
HGNC:47594	RNU6-631P			15q11.2		
HGNC:47595	RNU6-632P			10p12.1		
HGNC:47596	RNU6-633P			16p13.13		
HGNC:47597	RNU6-634P			2p16.1		
HGNC:47598	RNU6-635P			4q24		
HGNC:47599	RNU6-636P			1p34.3		
HGNC:47600	RNU6-637P			3q26.2		
HGNC:47601	RNU6-638P			17q25.3		
HGNC:47602	RNU6-639P			20q13.12		
HGNC:47603	RNU6-640P			2p11.2		
HGNC:47604	RNU6-641P			Xp21.1		
HGNC:47605	RNU6-642P			2q35		
HGNC:47606	RNU6-643P			6p21.1		
HGNC:47607	RNU6-644P			5q23.1		
HGNC:47608	RNU6-645P			6p22.3		
HGNC:47609	RNU6-646P			3q29		
HGNC:47610	RNU6-647P			2p22.3		
HGNC:47611	RNU6-648P			Xq23		
HGNC:47612	RNU6-649P			2p25.2		
HGNC:47613	RNU6-650P			7q36.1		
HGNC:47614	RNU6-651P			2q33.1		
HGNC:47615	RNU6-652P			4q12		
HGNC:47616	RNU6-653P			6q21		
HGNC:47617	RNU6-654P			11q22.3		
HGNC:47618	RNU6-655P			18q23		
HGNC:47619	RNU6-656P			8q11.1		
HGNC:47620	RNU6-657P			10q23.33		
HGNC:47621	RNU6-658P			5q13.3		
HGNC:47622	RNU6-659P			14q24.2		
HGNC:47623	RNU6-660P			5p15.1		
HGNC:47624	RNU6-661P			5q12.1		
HGNC:47625	RNU6-662P			1q21.3		
HGNC:47626	RNU6-663P			8p12		
HGNC:47627	RNU6-664P			2q33.3		
HGNC:47628	RNU6-665P			8q11.21		
HGNC:47629	RNU6-666P			10p12.1		
HGNC:47630	RNU6-667P			15q25.1		
HGNC:47631	RNU6-668P			4q32.3		
HGNC:47632	RNU6-669P			9q22.32		
HGNC:47633	RNU6-670P			3p25.3		
HGNC:47635	RNU6-672P			11q13.4		
HGNC:47636	RNU6-673P			10q22.3		
HGNC:47637	RNU6-674P			2p11.2		
HGNC:47638	RNU6-675P			2q14.3		
HGNC:47640	RNU6-677P			9q22.32		
HGNC:47641	RNU6-678P			3q22.1		
HGNC:47642	RNU6-679P			5p15.2		
HGNC:47643	RNU6-680P			5q13.3		
HGNC:47644	RNU6-681P			3q26.32		
HGNC:47645	RNU6-682P			8p23.1		
HGNC:47647	RNU6-684P			14q32.33		
HGNC:47648	RNU6-685P			2p12		
HGNC:47649	RNU6-686P			15q22.31		
HGNC:47650	RNU6-687P			10q21.1		
HGNC:47652	RNU6-689P			14q24.3		
HGNC:47653	RNU6-690P			8q22.1		
HGNC:47655	RNU6-692P			2q22.3		
HGNC:47656	RNU6-693P			1q24.3		
HGNC:47657	RNU6-694P			9p24.2		
HGNC:47658	RNU6-695P			1p22.2		
HGNC:47659	RNU6-696P			21q22.13		
HGNC:47660	RNU6-697P			10q22.1		
HGNC:47661	RNU6-698P			19q13.42		
HGNC:47662	RNU6-699P			4q13.2		
HGNC:47663	RNU6-700P			12p13.31		
HGNC:47664	RNU6-701P			5q23.1		
HGNC:47665	RNU6-702P			18q11.2		
HGNC:47666	RNU6-703P			8q22.2		
HGNC:47667	RNU6-704P			1q32.1		
HGNC:47668	RNU6-705P			5q35.3		
HGNC:47669	RNU6-706P			18q12.2		
HGNC:47670	RNU6-707P			Xp11.23		
HGNC:47671	RNU6-708P			18q21.1		
HGNC:47672	RNU6-709P			10q25.3		
HGNC:47673	RNU6-710P			9q31.3		
HGNC:47674	RNU6-711P			17q11.2		
HGNC:47675	RNU6-712P			3p11.1		
HGNC:47676	RNU6-713P			12q12		
HGNC:47677	RNU6-714P			9q22.31		
HGNC:47678	RNU6-715P			2q22.3		
HGNC:47679	RNU6-716P			1q32.1		
HGNC:47680	RNU6-717P			12q24.33		
HGNC:47681	RNU6-718P			5q23.1		
HGNC:47682	RNU6-719P			7p14.1		
HGNC:47683	RNU6-720P			3q25.1		
HGNC:47684	RNU6-721P			18p11.21		
HGNC:47685	RNU6-722P			Xp11.23		
HGNC:47686	RNU6-723P			1p33		
HGNC:47687	RNU6-724P			5q13.2		
HGNC:47688	RNU6-725P			1q43		
HGNC:47689	RNU6-726P			3q22.1		
HGNC:47690	RNU6-727P			5q14.3		
HGNC:47691	RNU6-728P			10q26.13		
HGNC:47692	RNU6-729P			8p23.1		
HGNC:47693	RNU6-730P			6q27		
HGNC:47694	RNU6-731P			1p36.31		
HGNC:47695	RNU6-732P			5q32		
HGNC:47696	RNU6-733P			4q25		
HGNC:47698	RNU6-735P			12q22		
HGNC:47700	RNU6-737P			18q21.31		
HGNC:47701	RNU6-738P			5p14.1		
HGNC:47702	RNU6-739P			3p14.1		
HGNC:47703	RNU6-740P			10q23.31		
HGNC:47704	RNU6-741P			15q11.2		
HGNC:47705	RNU6-742P			18q21.31		
HGNC:47706	RNU6-743P			20q13.11		
HGNC:47707	RNU6-744P			2q14.1		
HGNC:47708	RNU6-745P			15q23		
HGNC:47709	RNU6-746P			4q12		
HGNC:47710	RNU6-747P			1q43		
HGNC:47711	RNU6-748P			8q22.2		
HGNC:47712	RNU6-749P			15q11.2		
HGNC:47713	RNU6-750P			1p21.2		
HGNC:47714	RNU6-751P			19q13.42		
HGNC:47715	RNU6-752P			5q23.2		
HGNC:47716	RNU6-753P			1p34.3		
HGNC:47717	RNU6-754P			6p21.1		
HGNC:47718	RNU6-755P			1q23.3		
HGNC:47719	RNU6-756P			8q24.13		
HGNC:47720	RNU6-757P			5q31.1		
HGNC:47721	RNU6-758P			16q23.1		
HGNC:47722	RNU6-759P			20q11.22		
HGNC:47723	RNU6-760P			5p13.3		
HGNC:47724	RNU6-761P			6p21.1		
HGNC:47725	RNU6-762P			2q33.1		
HGNC:47726	RNU6-763P			2q31.1		
HGNC:47727	RNU6-764P			Xq28		
HGNC:47728	RNU6-765P			9p13.1		
HGNC:47729	RNU6-766P			2q24.3		
HGNC:47730	RNU6-767P			17p11.2		
HGNC:47731	RNU6-768P			12q23.1		
HGNC:47732	RNU6-769P			12q13.12		
HGNC:47733	RNU6-770P			6q21		
HGNC:47734	RNU6-771P	RNU6-1185P		1p36.21		
HGNC:47735	RNU6-772P			21q21.1		
HGNC:47737	RNU6-774P			4q21.23		
HGNC:47738	RNU6-775P			2p16.1		
HGNC:47739	RNU6-776P			1p36.12		
HGNC:47740	RNU6-777P			1p36.22		
HGNC:47741	RNU6-778P			1q32.1		
HGNC:47743	RNU6-780P			10q23.2		
HGNC:47744	RNU6-781P			12p13.31		
HGNC:47745	RNU6-782P			19p13.12		
HGNC:47746	RNU6-783P			11p14.3		
HGNC:47747	RNU6-784P			4q13.3		
HGNC:47748	RNU6-785P			9q34.3		
HGNC:47749	RNU6-786P			6q25.3		
HGNC:47750	RNU6-787P			3p14.1		
HGNC:47751	RNU6-788P			3p24.3		
HGNC:47752	RNU6-789P			3q22.3		
HGNC:47753	RNU6-790P			14q32.31		
HGNC:47754	RNU6-791P			1q41		
HGNC:47755	RNU6-792P			1p13.2		
HGNC:47756	RNU6-793P			6p23		
HGNC:47757	RNU6-794P			10p11.21		
HGNC:47758	RNU6-795P			10p11.1		
HGNC:47759	RNU6-796P			15q25.3		
HGNC:47760	RNU6-797P			7q34		
HGNC:47761	RNU6-798P			9q22.33		
HGNC:47762	RNU6-799P			17p12		
HGNC:47763	RNU6-800P			Xp22.2		
HGNC:47764	RNU6-801P			6p22.3		
HGNC:47766	RNU6-803P			19q13.42		
HGNC:47767	RNU6-804P			5q14.3		
HGNC:47768	RNU6-805P			10q22.1		
HGNC:47769	RNU6-806P			5q12.1		
HGNC:47770	RNU6-807P			15q26.3		
HGNC:47771	RNU6-808P			12q22		
HGNC:47772	RNU6-809P			1p31.3		
HGNC:47773	RNU6-810P			22q12.1		
HGNC:47774	RNU6-811P			10p11.21		
HGNC:47775	RNU6-812P			2p12		
HGNC:47776	RNU6-813P			6q25.1		
HGNC:47778	RNU6-815P			3p24.3		
HGNC:47779	RNU6-816P			22q11.1		
HGNC:47780	RNU6-817P			1p13.1		
HGNC:47781	RNU6-818P			4q22.1		
HGNC:47782	RNU6-819P			8q11.1		
HGNC:47783	RNU6-820P			9q21.11		
HGNC:47784	RNU6-821P			3q29		
HGNC:47785	RNU6-822P			3p24.3		
HGNC:47786	RNU6-823P			3q21.3		
HGNC:47787	RNU6-824P			6q25.2		
HGNC:47789	RNU6-826P			17q21.32		
HGNC:47790	RNU6-827P			2p12		
HGNC:47791	RNU6-828P			1p36.22		
HGNC:47792	RNU6-829P			9q22.31		
HGNC:47793	RNU6-830P			1p32.3		
HGNC:47794	RNU6-831P			18p11.31		
HGNC:47795	RNU6-832P			7q11.22		
HGNC:47796	RNU6-833P			10q22.2		
HGNC:47797	RNU6-834P			12q13.12		
HGNC:47798	RNU6-835P			14q31.3		
HGNC:47799	RNU6-836P			4p14		
HGNC:47800	RNU6-837P			12p12.3		
HGNC:47801	RNU6-838P			4p12		
HGNC:47802	RNU6-839P			10q25.1		
HGNC:47803	RNU6-840P			17q12		
HGNC:47804	RNU6-841P			19q13.33		
HGNC:47805	RNU6-842P			8p22		
HGNC:47806	RNU6-843P			2p24.3		
HGNC:47807	RNU6-844P			15q21.3		
HGNC:47808	RNU6-845P			16q11.2		
HGNC:47810	RNU6-847P			10p11.21		
HGNC:47811	RNU6-848P			2q21.1		
HGNC:47812	RNU6-849P			7q21.11		
HGNC:47813	RNU6-850P	RNU6-1030P		6p21.33		
HGNC:47814	RNU6-851P			2p22.1		
HGNC:47816	RNU6-853P			4q32.3		
HGNC:47817	RNU6-854P			Xq21.1		
HGNC:47818	RNU6-855P			9q32		
HGNC:47819	RNU6-856P			3p21.1		
HGNC:47820	RNU6-857P			18q12.1		
HGNC:47821	RNU6-858P			3q29		
HGNC:47822	RNU6-859P			21q22.3		
HGNC:47823	RNU6-860P			3q29		
HGNC:47824	RNU6-861P			6q22.33		
HGNC:47825	RNU6-862P			17p11.2		
HGNC:47826	RNU6-863P			7q11.23		
HGNC:47827	RNU6-864P			14q12		
HGNC:47828	RNU6-865P			3q12.2		
HGNC:47829	RNU6-866P			17q12		
HGNC:47830	RNU6-867P			Xq13.3		
HGNC:47832	RNU6-869P			8q24.21		
HGNC:47834	RNU6-871P			12q14.1		
HGNC:47836	RNU6-873P			3p11.2		
HGNC:47837	RNU6-874P			11q24.3		
HGNC:47838	RNU6-875P			8q24.13		
HGNC:47839	RNU6-876P			11q24.3		
HGNC:47840	RNU6-877P			1p32.3		
HGNC:47841	RNU6-878P			11p15.5		
HGNC:47842	RNU6-879P			12q13.3		
HGNC:47843	RNU6-880P			1p34.2		
HGNC:47844	RNU6-881P			9q34.13		
HGNC:47845	RNU6-882P			3p25.3		
HGNC:47846	RNU6-883P			10q22.2		
HGNC:47847	RNU6-884P			1q21.3		
HGNC:47848	RNU6-885P			10q11.21		
HGNC:47849	RNU6-886P			14q21.1		
HGNC:47850	RNU6-887P			4p14		
HGNC:47851	RNU6-888P			5q31.2		
HGNC:47852	RNU6-889P			10p15.3		
HGNC:47853	RNU6-890P			6p21.1		
HGNC:47854	RNU6-891P			4q13.3		
HGNC:47855	RNU6-892P			8p21.3		
HGNC:47856	RNU6-893P			11q23.1		
HGNC:47857	RNU6-894P			Xp21.2		
HGNC:47858	RNU6-895P			8p11.21		
HGNC:47859	RNU6-896P			6q25.2		
HGNC:47860	RNU6-897P			6q16.3		
HGNC:47861	RNU6-898P			16q22.1		
HGNC:47862	RNU6-899P			11q12.1		
